Title,Company,Min. Years of Exp. Required,Fresh Grad,Location,Classification,Salary,Posting Date,Job ID,URL
高級客戶服務主任 (資訊科技部 - 業務分析) Sr. Customer Service Officer (IT - Business Analysis),Hong Kong Sheng Kung Hui Welfare Council Limited,,FALSE,"Sai Wan Ho, Eastern District",Information & Communication Technology,,2024-06-21 18:00,76736456,https://hk.jobsdb.com/job/76736456
(Assistant )BA-Operations Production Partner & Incident Management team($20-28k),Manpower Services (Hong Kong) Limited,1,FALSE,"Wong Chuk Hang, Southern District",Information & Communication Technology,,2024-06-18 18:00,76644992,https://hk.jobsdb.com/job/76644992
"Graduate Analyst, Retirement Consulting (Actuarial)",Willis Towers Watson,,FALSE,"Causeway Bay, Wan Chai District",Insurance & Superannuation,,2024-06-26 18:00,76819545,https://hk.jobsdb.com/job/76819545
Project Manager (Social Worker) (Youth Project),"Institute for Integrated Rural Development, Hong Kong",,FALSE,"Kwai Chung, Kwai Tsing District",Community Services & Development,,2024-06-26 18:00,76837531,https://hk.jobsdb.com/job/76837531
"Finance Analyst, Deal Support (Top PE Fund House)",Robert Half Hong Kong Limited,8,TRUE,"Central, Central and Western District",Banking & Financial Services,,2024-06-20 18:00,76706406,https://hk.jobsdb.com/job/76706406
Project Manager（IT）,Royal Real Estate Group Limited,,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-24 18:00,76792426,https://hk.jobsdb.com/job/76792426
Project Manager (IT Software Development) at APJ Software (HK) Company Ltd,Jobsdb - SmartHire,1,TRUE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-25 18:00,76569879,https://hk.jobsdb.com/job/76569879
IT Business Analyst,Zoftak,4,TRUE,"Kwai Chung, Kwai Tsing District",Information & Communication Technology,,2024-06-14 18:00,76591741,https://hk.jobsdb.com/job/76591741
System Analyst (Software Application | IoT | Gen AI),ADECCO Personnel Limited,2,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-27 18:00,76882960,https://hk.jobsdb.com/job/76882960
Application Consultant (Business Analyst),Tectura Hong Kong Ltd,,TRUE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-15 18:00,76595640,https://hk.jobsdb.com/job/76595640
System Analyst at Nanyang Brothers Tobacco Co Ltd,Jobsdb - SmartHire,,TRUE,"Tuen Mun, Tuen Mun District",Information & Communication Technology,,2024-06-25 18:00,76565786,https://hk.jobsdb.com/job/76565786
Quality Assurance / Tester (Banking)- (18-25k),Ambition,,FALSE,Central and Western District,Information & Communication Technology,,2024-06-27 18:00,76867313,https://hk.jobsdb.com/job/76867313
Brand and Project Management Officer / Executive,Shilla Travel Retail Hong Kong Limited,1,FALSE,"Airport Area, Islands District",Marketing & Communications,,2024-06-27 18:00,76858789,https://hk.jobsdb.com/job/76858789
Statistical Officer II (C/HQAS-SS/STO2/06/24-AP2),Company Confidential,,FALSE,"Pok Fu Lam, Southern District",Administration & Office Support,,2024-06-26 18:00,76825655,https://hk.jobsdb.com/job/76825655
Project Manager,Quam Securities Limited,5,TRUE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-21 18:00,76734085,https://hk.jobsdb.com/job/76734085
"Senior Product Owner, Deposits & FX",Standard Chartered Bank,5,FALSE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-24 18:00,76768893,https://hk.jobsdb.com/job/76768893
"Manager, IT Application Development",Hong Kong Applied Science and Technology Research Institute Company Limited,6,FALSE,Sha Tin District,Information & Communication Technology,,2024-06-27 18:00,76861377,https://hk.jobsdb.com/job/76861377
Digital Ecommerce Officer,Supergo Company Limited,2,FALSE,"Kwun Tong, Kwun Tong District",Marketing & Communications,"$20,000 - $24,999 per month",2024-06-27 18:00,75960978,https://hk.jobsdb.com/job/75960978
Senior Officer - Business Development,The Tokio Marine and Fire Insurance Co (HK) Ltd,5,FALSE,"Admiralty, Central and Western District",Sales,,2024-06-14 18:00,76578775,https://hk.jobsdb.com/job/76578775
Assistant Data Analytics Manager,Jardine Restaurant Group,3,FALSE,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-06-25 18:00,76805794,https://hk.jobsdb.com/job/76805794
"Project Manager (PRC Based, 45 minutes from ShenZhen)",Honor Tone Limited,8,TRUE,Hong Kong,Engineering,,2024-06-28 18:00,76911912,https://hk.jobsdb.com/job/76911912
Systems Analyst,St. Teresa's Hospital,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-19 18:00,76667716,https://hk.jobsdb.com/job/76667716
Analyst - Payment Investigation,DBS Bank (Hong Kong) Limited,5,FALSE,Kwun Tong District,Banking & Financial Services,,2024-06-21 18:00,76748523,https://hk.jobsdb.com/job/76748523
Assistant Digital Workplace Manager,Swire Properties Limited 太古地產有限公司,4,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,75157416,https://hk.jobsdb.com/job/75157416
Treasury Analyst | Up to 28K,Robert Walters (HK) Ltd,1,FALSE,Central and Western District,Accounting,,2024-06-24 18:00,76789298,https://hk.jobsdb.com/job/76789298
Financial Analyst / Senior Financial Analyst,Chiho Environmental Group Limited,3,FALSE,Hong Kong,Accounting,,2024-06-25 18:00,76793105,https://hk.jobsdb.com/job/76793105
"Senior Manager - IT, Asset Management Application Portfolio",Link Asset Management Limited,1,FALSE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-28 18:00,76909873,https://hk.jobsdb.com/job/76909873
Project Executive / Senior Project Executive,VICO Systems Limited,2,FALSE,"Kwun Tong, Kwun Tong District",Sales,,2024-06-27 18:00,76865073,https://hk.jobsdb.com/job/76865073
System Analyst (Private Banking Team),SIRIUS Partners Limited,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-24 18:00,76794914,https://hk.jobsdb.com/job/76794914
Senior Officer/Assistant Manager - Project Analysis - Corporate Office,Langham Hotels International Ltd,1,FALSE,Wan Chai District,Hospitality & Tourism,,2024-06-27 18:00,76860555,https://hk.jobsdb.com/job/76860555
"IT Support Analyst, Financial Services",ConnectedGroup Limited,2,FALSE,Central and Western District,Information & Communication Technology,,2024-06-29 18:00,76921783,https://hk.jobsdb.com/job/76921783
System Analyst (AI company),Expert Systems Limited,,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-24 18:00,76776010,https://hk.jobsdb.com/job/76776010
System Analyst,Automated Systems (HK) Ltd,4,FALSE,Hong Kong,Information & Communication Technology,,2024-06-24 18:00,74705314,https://hk.jobsdb.com/job/74705314
Data Assistant (Quality Assurance),AT Global Services Limited,1,FALSE,Wan Chai District,Information & Communication Technology,,2024-06-25 18:00,76818686,https://hk.jobsdb.com/job/76818686
ASSISTANT PROJECT MANAGER - PROPTECH (INTEGRATION AND SOLUTION IMPLEMENTATION),Henderson Land Development Company Limited,1,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-21 18:00,75273927,https://hk.jobsdb.com/job/75273927
Business Analysis Officer (CSF6),PCCW Global Limited,1,FALSE,Hong Kong,Accounting,,2024-06-18 18:00,76646911,https://hk.jobsdb.com/job/76646911
Technology Risk Officier / Senior Officier,OAC Group Limited,2,FALSE,Hong Kong Island,Information & Communication Technology,,2024-06-29 18:00,76927546,https://hk.jobsdb.com/job/76927546
IT Officer (Assistant Business Analyst),Methodist Centre,1,TRUE,Hong Kong Island,Information & Communication Technology,,2024-06-13 18:00,76558853,https://hk.jobsdb.com/job/76558853
"Assistant Product Manager (~43k, Cancer related)",Manpower Services (Hong Kong) Limited,5,FALSE,"Kwun Tong, Kwun Tong District",Marketing & Communications,,2024-06-27 18:00,76877168,https://hk.jobsdb.com/job/76877168
Contract Systems Analyst (49794),Company Confidential,1,FALSE,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-06-21 18:00,76752229,https://hk.jobsdb.com/job/76752229
Assistant Manager - E-Commerce & Digital,Kingstar International Trading Ltd,5,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Marketing & Communications,,2024-06-28 18:00,74983918,https://hk.jobsdb.com/job/74983918
Project Manager (IT Software Development) at APJ Software (HK) Company Ltd,Jobsdb - SmartHire,1,TRUE,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-06-24 18:00,76788293,https://hk.jobsdb.com/job/76788293
"Business Analyst Trainee  (5-day work, 15-20K) (IANG/Fresh Graduate Welcomed)",Fran & Wen Profit,,TRUE,"Kwun Tong, Kwun Tong District",Banking & Financial Services,,2024-06-14 18:00,76582923,https://hk.jobsdb.com/job/76582923
System Analyst - Life Insurance (Ref: SALI/HL),Crossings Executive Search,5,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-17 18:00,76604226,https://hk.jobsdb.com/job/76604226
Project Executive / Project Manager,EY Mtel Solutions Limited,1,FALSE,"Kwun Tong, Kwun Tong District","Advertising, Arts & Media",,2024-06-21 18:00,76744371,https://hk.jobsdb.com/job/76744371
Product Manager,Data World Computer & Communication Ltd,,FALSE,"Kwai Hing, Kwai Tsing District",Sales,,2024-06-28 18:00,76903753,https://hk.jobsdb.com/job/76903753
Senior Treasury Analyst - Work Life Balance,Links international,5,FALSE,Central and Western District,Accounting,$30k - $35k p.m.,2024-06-24 18:00,76786214,https://hk.jobsdb.com/job/76786214
Officer - Special Projects Unit (Credit Department) (Ref: JD-SAUO),Public Bank (Hong Kong) Ltd,3,TRUE,Hong Kong,Banking & Financial Services,,2024-06-28 18:00,74481074,https://hk.jobsdb.com/job/74481074
Senior Business Analyst (Business Insight Analysis) - CSF7,HKT,3,FALSE,"Quarry Bay, Eastern District",Accounting,,2024-06-14 18:00,76586603,https://hk.jobsdb.com/job/76586603
Statistical Officer II,Vocational Training Council / VTC,,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,76818193,https://hk.jobsdb.com/job/76818193
Algo Trading Project: Business Analysts - Major Bank,IT Solutions Ltd.,,TRUE,"Central, Central and Western District",Information & Communication Technology,,2024-06-14 18:00,76572238,https://hk.jobsdb.com/job/76572238
Treasury Analyst,Global Payments Asia-Pacific Ltd,,FALSE,"Kowloon Bay, Kwun Tong District",Accounting,,2024-06-26 18:00,76839056,https://hk.jobsdb.com/job/76839056
(Senior) System Analyst - ERP Finance System,Swire Properties Limited 太古地產有限公司,5,TRUE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-19 18:00,74711266,https://hk.jobsdb.com/job/74711266
Senior Operations Expert,GfK Retail and Technology Hong Kong Limited,4,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-28 18:00,76904083,https://hk.jobsdb.com/job/76904083
"Business Analyst (Junior 22k, Senior 35k) | MNC SI company",Billion Reach,2,FALSE,Kowloon,Information & Communication Technology,"$25,000 - $35,000 per month",2024-06-13 18:00,76571775,https://hk.jobsdb.com/job/76571775
Microsoft Power BI Developer,Formia Limited,,TRUE,"Whampoa Garden, Kowloon City District",Information & Communication Technology,,2024-06-25 18:00,76792670,https://hk.jobsdb.com/job/76792670
"Specialist, Business Management Support, Consumer Banking",DBS Bank (Hong Kong) Limited,5,FALSE,"San Tin, Yuen Long District",Banking & Financial Services,,2024-06-21 18:00,76753694,https://hk.jobsdb.com/job/76753694
"Specialist, Business Resilience",Hong Kong Express Airways Limited,3,TRUE,"Airport Area, Islands District",Hospitality & Tourism,,2024-06-24 18:00,76780580,https://hk.jobsdb.com/job/76780580
Auditor (審核員) / Project Manager  - IT/ Environmental / Sustainability /...,Hong Kong Quality Assurance Agency,4,FALSE,Hong Kong,"Manufacturing, Transport & Logistics",,2024-06-24 18:00,76789608,https://hk.jobsdb.com/job/76789608
Project Manager - Corporate/ Office projects,NES Fircroft Limited,8,FALSE,"Central, Central and Western District",Construction,,2024-06-26 18:00,76836014,https://hk.jobsdb.com/job/76836014
Data Analyst (24k-36k),Manpower Services (Hong Kong) Limited,1,TRUE,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-06-19 18:00,76671556,https://hk.jobsdb.com/job/76671556
Officer to Assistant Manager (IT User / Helpdesk Support) - Agency Contractor,Chiyu Banking Corp Ltd,2,FALSE,"Central, Central and Western District",Information & Communication Technology,,2024-06-29 18:00,76913429,https://hk.jobsdb.com/job/76913429
Analyst Programmer (IT System Development),Shanghai Commercial Bank Ltd,3,FALSE,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-06-28 18:00,74668364,https://hk.jobsdb.com/job/74668364
System Analyst (Java),Nexify Limited,5,TRUE,Kwun Tong District,Information & Communication Technology,,2024-06-28 18:00,76912051,https://hk.jobsdb.com/job/76912051
Senior Mainframe Specialist (COBOL),Company Confidential,6,FALSE,Hong Kong,Information & Communication Technology,,2024-06-25 18:00,76795667,https://hk.jobsdb.com/job/76795667
Assistant Project Officer (Kwai Chung),Sa Sa Cosmetic Company Limited,,TRUE,Kwai Tsing District,"Manufacturing, Transport & Logistics",,2024-06-28 18:00,76907263,https://hk.jobsdb.com/job/76907263
"Deputy Manager to SM, SME Business (Online Acquiring BD Manager)",Industrial and Commercial Bank of China (Asia) Limited,3,FALSE,"Kwun Tong, Kwun Tong District",Sales,,2024-06-25 18:00,76814154,https://hk.jobsdb.com/job/76814154
Internet & Mobile Banking: BA /Junior BA - Major Bank,IT Solutions Ltd.,1,TRUE,Hong Kong,Banking & Financial Services,,2024-06-19 18:00,76659966,https://hk.jobsdb.com/job/76659966
Summer intern - IT Technology Business Analyst / ERP Project assistant,Recreate System Limited,,FALSE,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-14 18:00,76572579,https://hk.jobsdb.com/job/76572579
Project Manager (AV / ELV industry),VEGA Technology Limited,5,FALSE,"Kwai Fong, Kwai Tsing District",Information & Communication Technology,,2024-06-24 18:00,76786416,https://hk.jobsdb.com/job/76786416
"產品經理  Product Manager, IT Department",China Merchants Securities International Company Limited,5,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-06-25 18:00,76803629,https://hk.jobsdb.com/job/76803629
SAP Officer (ERP Transformation) (Kowloon Bay),Sino Estates Management Ltd,5,FALSE,Kwun Tong District,Information & Communication Technology,,2024-06-24 18:00,76779978,https://hk.jobsdb.com/job/76779978
"Senior Mainframe Specialist (COBOL) - Top Financial Institution, HK$45K -...",SIRIUS Partners Limited,6,FALSE,"Kwun Tong, Kwun Tong District",Information & Communication Technology,"$45,000 - $54,999 per month",2024-06-24 18:00,76773113,https://hk.jobsdb.com/job/76773113
Project Manager (Data Center),Classy Wheeler Limited,8,FALSE,Kowloon,Engineering,,2024-06-27 18:00,76862529,https://hk.jobsdb.com/job/76862529
(Assistant) IT Business Analyst - Application,Vita Green Health Products Company Limited,,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-13 18:00,76571748,https://hk.jobsdb.com/job/76571748
"Senior Manager, MOD Project",Otis Elevator Co (HK) Limited,1,TRUE,"Kowloon Bay, Kwun Tong District",Engineering,,2024-06-28 18:00,74454647,https://hk.jobsdb.com/job/74454647
"CS Case Management and Underwriting, Analyst",AIA Hong Kong,2,TRUE,"Quarry Bay, Eastern District",Insurance & Superannuation,,2024-06-24 18:00,76776463,https://hk.jobsdb.com/job/76776463
EOI - Regional Space Data Analyst,CBRE Advisory Hong Kong Limited,3,FALSE,Central and Western District,Real Estate & Property,,2024-06-21 18:00,76736594,https://hk.jobsdb.com/job/76736594
"Senior Executive, Marketing Technology - CRM & Retail System Enhancement",Vita Green Health Products Company Limited,,FALSE,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-26 18:00,76819850,https://hk.jobsdb.com/job/76819850
"Assistant Vice President, Business Intelligence & Analytics",HKT,5,FALSE,Wan Chai District,Information & Communication Technology,,2024-06-21 18:00,76739202,https://hk.jobsdb.com/job/76739202
Actuarial Analyst - HSBC Life,HSBC,,FALSE,Central and Western District,Insurance & Superannuation,,2024-06-24 18:00,76792275,https://hk.jobsdb.com/job/76792275
Cards and Loyalty Program Advisor,ExxonMobil Limited,,FALSE,Hong Kong Island,Marketing & Communications,,2024-06-28 18:00,76897248,https://hk.jobsdb.com/job/76897248
Business Analyst (E-banking),Industrial and Commercial Bank of China (Asia) Limited,3,FALSE,"Kwun Tong, Kwun Tong District",Banking & Financial Services,,2024-06-13 18:00,76558472,https://hk.jobsdb.com/job/76558472
Project Manager / Assistant Project Manager / Senior Project Executive,Hypthon Limited,5,TRUE,"Cheung Sha Wan, Sham Shui Po District","Advertising, Arts & Media",,2024-06-25 18:00,76818631,https://hk.jobsdb.com/job/76818631
"Assistant Solutions Analyst, MRO Solutions",Hong Kong Aircraft Engineering Co Ltd,,FALSE,"Airport Area, Islands District",Information & Communication Technology,,2024-06-20 18:00,76712708,https://hk.jobsdb.com/job/76712708
